1000 332643
760 113 67
927 543 24
284 96 59
894 41 58
376 67 32
519 173 29
80 731 32
968 606 31
852 544 56
586 161 48
732 580 78
128 586 38
576 594 7
615 763 13
626 139 27
294 601 9
193 144 17
998 509 19
739 225 38
38 527 65
533 619 67
632 55 3
133 962 58
79 159 49
704 45 72
169 887 89
784 283 81
729 680 40
96 767 100
76 583 94
858 652 59
779 411 25
264 415 26
347 560 70
129 322 82
807 121 77
281 659 90
889 132 56
719 324 50
699 408 67
79 286 61
950 721 28
136 1000 61
854 172 59
694 717 44
550 985 30
863 890 84
693 490 10
380 181 53
303 974 36
695 896 45
121 624 47
354 132 37
301 906 82
199 789 17
469 249 53
108 945 100
140 916 63
317 960 55
144 878 60
600 74 83
346 462 6
251 504 3
901 655 20
507 666 78
126 444 53
136 542 64
490 575 80
302 764 30
993 319 86
621 503 73
724 397 24
670 40 30
504 62 63
521 157 3
942 967 32
907 503 40
363 557 65
375 649 57
377 410 99
776 981 72
325 775 75
740 584 5
868 30 83
545 667 76
720 999 22
645 655 26
288 109 54
219 936 34
636 549 65
965 644 4
7 234 69
332 259 1
772 555 99
613 210 7
433 687 1
923 230 28
742 310 47
308 33 17
364 663 16
866 154 94
813 657 19
903 472 40
487 587 42
71 802 40
348 269 97
915 351 67
275 512 57
658 14 65
610 845 86
781 222 37
326 894 82
616 653 43
325 965 40
363 356 38
571 635 18
614 254 95
508 690 47
813 837 94
538 447 62
249 933 78
476 885 77
548 755 77
657 226 64
945 278 40
111 640 52
347 495 86
37 976 82
526 760 75
157 851 78
330 733 14
225 621 29
482 921 20
728 608 75
888 842 87
552 420 27
941 640 14
104 49 90
289 619 65
825 618 25
127 964 96
15 891 30
790 803 20
295 479 57
184 424 57
226 132 95
563 480 25
60 229 100
4 784 11
333 687 2
18 298 65
81 770 88
754 196 29
34 200 38
677 665 50
875 457 12
346 295 94
605 427 42
913 147 78
788 846 85
910 340 71
23 630 40
54 775 17
779 494 18
681 148 57
910 302 15
972 633 51
219 556 12
100 687 76
934 495 57
633 539 12
653 193 53
528 910 68
310 581 100
989 972 32
34 220 19
548 74 98
89 175 12
430 200 100
400 552 80
495 197 96
943 499 71
88 75 58
583 563 20
850 770 94
735 27 72
61 539 48
136 187 83
980 834 24
676 862 68
51 585 23
537 724 65
697 636 76
618 964 6
100 516 51
769 725 32
228 521 77
483 913 99
551 923 80
244 681 18
456 739 15
778 906 80
261 725 98
370 673 45
326 152 11
204 341 89
998 990 30
850 335 52
664 128 38
222 770 7
890 848 24
517 862 91
829 816 46
646 440 40
979 140 37
185 854 10
572 562 5
106 738 2
712 476 61
620 333 23
195 146 22
586 990 90
370 698 31
514 761 46
87 504 24
396 320 7
476 732 22
219 6 46
60 276 20
938 174 78
945 582 41
527 797 59
994 690 43
109 418 79
358 349 71
32 407 62
183 723 29
448 805 41
564 986 10
44 48 70
494 532 30
403 497 5
313 414 53
408 463 11
788 231 75
875 776 60
811 827 87
294 62 20
622 645 92
434 138 100
711 612 77
376 970 81
471 410 69
997 517 22
447 641 96
24 84 14
318 989 95
110 429 96
121 658 86
534 540 37
653 747 3
608 388 7
443 719 74
333 863 15
733 560 53
970 411 63
740 97 78
67 399 92
405 633 64
441 463 97
62 647 39
779 632 90
825 744 71
582 87 25
400 680 40
968 451 20
280 37 96
752 234 69
712 513 70
785 59 37
982 949 9
470 735 79
188 355 90
163 325 21
209 434 39
524 612 13
481 356 12
224 388 51
64 71 40
112 856 31
420 871 23
626 770 40
61 102 13
386 829 37
630 537 90
331 690 47
436 768 89
149 814 41
556 490 90
677 809 34
461 225 33
245 503 37
812 182 74
425 93 34
395 685 52
870 26 82
27 118 72
295 909 96
832 411 76
701 62 92
219 295 26
985 647 9
696 429 51
455 794 69
810 189 33
836 33 80
402 233 91
52 832 26
116 533 34
628 47 49
598 888 24
606 53 9
930 557 47
787 699 12
336 224 40
939 821 97
980 426 13
182 178 56
884 167 31
371 533 87
946 949 92
419 570 84
762 183 38
719 417 6
576 617 17
731 161 30
665 793 94
416 820 11
943 956 96
321 784 11
568 263 45
505 334 96
304 673 20
180 775 50
280 402 51
657 376 86
843 791 72
247 178 52
415 765 8
56 548 17
93 913 84
962 240 81
710 892 47
500 672 36
992 891 94
52 891 25
426 205 11
167 273 47
116 756 73
544 875 14
264 577 58
240 429 58
986 749 50
657 981 2
145 583 82
540 321 95
857 597 42
980 537 85
862 150 100
497 762 68
649 15 32
17 633 77
334 756 68
645 704 27
12 474 52
501 725 99
995 240 91
264 909 79
93 749 94
607 147 34
395 177 62
196 700 100
64 948 32
901 154 78
387 529 24
750 317 78
912 674 50
282 359 39
990 585 58
779 916 50
344 116 92
854 857 64
788 730 22
128 746 51
224 647 27
787 583 51
702 37 37
295 220 1
81 782 58
544 969 3
910 984 71
307 864 21
787 547 40
123 748 98
308 751 26
423 687 21
331 856 54
424 902 5
660 298 11
624 709 94
762 650 15
641 48 50
92 713 100
53 644 97
176 834 68
273 963 36
817 160 51
959 399 61
696 48 9
657 131 62
410 945 41
666 659 95
524 214 43
29 896 78
836 669 80
959 311 100
184 270 48
972 908 29
117 310 46
53 749 24
300 888 13
851 917 17
517 293 70
195 2 62
691 826 69
29 179 66
440 34 89
323 800 72
640 77 65
113 678 94
887 37 59
541 931 25
672 338 47
80 278 84
92 193 76
366 921 72
842 103 40
42 894 60
357 568 89
509 811 19
306 905 99
20 618 50
192 967 100
977 280 58
765 774 38
272 892 5
773 303 20
81 978 27
422 302 87
241 510 86
882 205 27
816 744 52
159 303 39
649 218 94
744 678 22
525 947 76
267 107 25
809 765 49
476 299 35
740 70 98
40 639 75
885 609 57
328 733 69
843 629 35
817 145 55
625 681 32
312 189 85
420 62 39
385 991 18
44 447 90
698 99 94
218 277 4
68 472 6
864 17 55
165 225 67
171 425 22
919 864 97
347 241 92
274 355 33
330 237 71
143 380 19
501 756 4
848 573 87
87 362 56
14 822 23
686 218 19
842 138 22
164 129 86
689 967 99
364 972 19
924 148 10
318 45 83
14 416 62
646 491 79
748 85 8
22 237 4
355 588 26
376 916 54
36 537 35
394 727 35
946 421 84
452 282 52
116 334 29
667 704 74
600 665 48
752 747 88
588 658 54
940 697 32
317 512 87
66 60 27
639 119 59
645 597 72
197 651 24
581 656 21
349 412 42
787 782 93
676 131 35
687 434 23
223 315 27
294 574 83
535 804 36
953 60 67
94 131 12
830 641 61
735 989 26
402 544 51
406 546 78
905 743 32
209 687 77
728 900 49
500 730 90
340 472 3
544 839 16
156 898 5
215 997 50
348 458 6
836 736 96
34 277 83
291 181 97
353 517 100
123 753 5
833 751 59
433 68 64
952 854 47
573 584 10
229 462 38
963 614 68
651 576 74
773 400 37
743 327 14
756 94 56
502 414 5
571 997 22
293 586 83
172 523 19
887 967 22
182 859 13
604 365 90
322 768 79
274 361 40
935 749 70
911 620 71
899 699 82
295 550 57
288 343 3
714 989 6
104 843 39
882 149 81
682 562 30
991 210 14
668 769 76
862 504 13
534 25 19
349 79 95
923 521 21
165 883 2
563 494 6
672 539 3
670 213 37
80 845 64
566 819 13
593 131 1
428 903 14
959 743 40
496 343 80
756 626 81
499 489 69
85 41 70
72 188 21
640 612 15
501 10 56
523 285 26
208 778 83
814 617 30
182 592 3
550 636 66
277 747 100
561 414 17
954 37 45
471 998 94
768 115 39
694 127 67
172 119 47
533 734 68
746 170 5
240 585 28
977 800 56
762 89 47
139 153 51
676 59 16
412 886 89
248 71 27
435 758 77
139 980 99
339 129 49
943 27 66
809 277 6
609 471 75
599 215 64
277 366 91
841 860 15
746 282 94
922 261 76
849 721 44
738 459 63
172 838 80
209 421 65
118 239 94
988 989 50
549 73 37
161 910 51
311 545 44
665 870 74
873 39 56
495 396 50
148 283 33
138 314 6
928 447 81
56 94 37
9 20 93
994 750 53
618 89 97
807 702 40
246 396 38
175 54 35
81 908 60
877 881 8
432 711 44
356 604 40
769 157 35
332 851 94
275 639 75
379 417 55
942 884 12
309 485 68
609 879 9
520 891 95
435 456 39
48 814 88
114 257 16
609 234 20
402 290 23
778 451 74
536 41 85
8 567 87
93 879 70
408 21 17
631 123 71
171 587 60
288 158 35
530 990 51
927 528 4
730 352 81
833 913 86
212 360 26
711 664 79
911 280 44
85 561 5
647 98 23
351 655 31
204 479 11
56 521 98
341 879 10
849 74 10
645 302 97
337 564 28
610 117 64
773 891 85
150 718 66
944 522 44
46 287 56
758 888 29
783 918 91
29 93 90
247 584 41
333 659 21
803 443 63
582 674 89
245 765 77
121 827 91
776 666 77
140 475 25
693 829 15
392 97 84
552 780 74
683 633 71
63 448 91
446 181 27
926 942 20
196 541 50
508 545 35
129 127 34
572 138 58
497 383 8
328 593 7
645 338 22
961 807 57
565 16 75
958 986 75
746 867 68
552 601 28
742 473 96
281 29 57
223 143 21
362 829 59
920 6 39
414 177 5
322 747 2
805 165 8
959 517 85
568 200 36
550 806 21
294 275 70
480 288 75
981 495 57
488 938 9
569 741 12
476 698 75
908 426 87
224 849 69
297 861 31
659 350 70
496 618 100
176 450 1
210 178 58
137 146 97
263 652 7
35 275 24
139 807 38
192 682 100
876 56 70
868 337 66
634 839 65
202 121 37
539 330 83
280 883 71
287 83 39
649 793 29
131 489 1
570 477 22
498 889 12
853 460 54
414 562 23
563 65 96
440 498 86
649 131 46
996 672 19
299 681 52
999 207 20
770 674 28
894 34 2
640 871 27
963 64 61
389 910 73
616 329 9
705 262 60
577 690 1
244 583 81
78 148 97
702 650 87
944 196 77
653 928 83
432 314 4
446 962 4
248 229 10
424 957 8
625 52 14
502 239 96
698 892 1
451 67 16
249 589 71
275 485 7
558 20 79
819 722 20
498 503 58
419 895 25
395 187 3
129 542 65
752 243 4
781 879 55
128 279 36
335 453 52
723 724 28
386 259 13
81 789 45
862 851 59
159 513 91
575 13 75
13 191 25
725 905 55
115 997 21
818 977 57
188 680 54
400 212 9
342 541 53
422 218 13
374 126 54
739 425 56
142 438 22
908 959 95
174 820 31
666 918 89
691 80 19
319 846 19
92 258 71
870 715 27
698 667 26
355 380 72
218 514 55
398 719 80
948 509 26
242 179 36
918 416 59
688 766 28
925 813 94
987 682 17
222 535 24
538 968 65
601 47 61
1000 380 3
714 812 66
297 389 81
760 188 43
188 143 27
114 648 20
293 692 9
499 741 63
855 397 92
832 446 9
32 674 63
712 332 52
870 847 53
39 886 82
802 807 71
728 631 30
443 398 93
482 421 78
938 268 98
904 267 33
334 788 12
514 339 91
995 672 96
933 729 53
901 648 2
191 863 42
816 322 81
792 823 30
950 623 97
207 57 18
869 328 27
970 750 80
295 566 86
860 229 42
44 398 18
722 412 27
279 565 93
543 921 89
953 418 68
266 637 47
988 294 71
882 466 87
67 628 60
257 138 62
521 772 38
315 456 73
455 954 75
321 166 80
403 743 77
995 323 63
482 593 47
857 202 16
792 771 62
590 425 15
940 191 25
293 948 74
652 705 37
885 551 54
692 293 33
634 328 61
920 846 9
135 641 38
788 785 12
143 355 35
712 89 74
327 855 79
545 73 81
605 200 24
40 281 78
934 453 99
782 796 85
200 74 87
67 746 74
928 206 53
799 906 86
838 901 65
489 361 2
971 676 42
374 171 72
628 969 12
443 13 83
187 936 99
220 581 32
833 107 84
830 270 77
923 754 34
837 86 69
74 850 45
897 467 1
702 845 64
55 553 93
549 331 43
116 452 63
995 953 2
961 902 16
259 586 91
910 823 98
367 173 4
397 897 68
725 390 64
898 446 59
44 985 79
586 268 53
775 703 43
334 613 87
406 428 46
809 753 35
330 183 17
120 730 52
485 296 63
561 423 51
164 283 66
183 798 76
302 919 12
681 196 75
123 836 3
691 56 70
5 936 70
210 947 87
792 486 45
1 554 66
125 892 60
983 685 53
903 485 85
662 236 85
119 719 72
458 403 92
770 526 59
510 589 6
872 876 25
188 339 49
213 497 86
841 936 71
204 401 49
688 96 63
949 466 87
66 259 51
368 410 38
493 756 13
875 942 39
980 139 1
749 438 81
766 824 54
285 344 35
451 284 11
344 780 12
912 604 86
21 809 43
803 334 1
143 897 61
232 345 20
849 573 42
761 202 37
765 744 72
62 595 72
185 696 97
795 826 11
382 789 37
954 148 79
664 804 44
989 518 66
734 903 3
625 835 73
715 14 6
570 76 84
899 512 16
236 11 95
429 596 45
196 536 79
362 28 14
598 591 70
59 157 13
905 33 76
278 699 44
584 555 12
636 742 43
419 332 23
445 876 19
403 94 86
297 964 74
291 739 46
701 175 24
33 28 62
627 995 93
835 542 29
204 326 18
368 623 24
818 201 93
126 178 75
972 216 89
461 348 25
154 432 57
189 496 30
829 986 77
473 972 88
201 375 4
952 868 75
204 964 53
642 313 5
964 244 8
926 799 2
840 21 77
649 656 20
871 736 17
962 415 94
725 315 48
75 565 78
444 263 73
867 834 34
609 746 71
279 585 31
668 418 10
455 394 16
940 975 71
299 623 32
561 595 66
852 723 73
797 705 41
403 30 12
101 381 55
676 553 75
774 484 39
247 833 59
3 445 95
755 621 51
465 986 11
823 74 38
675 90 44
144 838 43
932 320 85
111 253 51
100 612 50
925 893 20
326 57 19
529 496 100
499 531 37
155 89 23
38 482 52
460 1000 90
841 183 18
270 170 63
696 643 2
15 670 53
273 184 93
130 202 32
760 21 65
17 32 55
487 530 96
768 365 87
163 141 37
585 372 75
693 463 20
664 202 51
672 149 52
220 958 92
264 384 50
603 210 83
750 138 82
993 154 63
575 241 27
845 6 78
286 807 37
341 157 86
428 305 15
453 406 45
169 253 32
308 374 14
379 699 19
441 108 98
979 508 81
269 969 64
200 172 65
18 7 91
359 690 39
592 12 88
846 777 65
440 644 33
764 493 11
935 978 86
442 428 4
11 504 67
460 215 67
766 500 55
543 955 57
14 481 84
357 415 44
377 695 37
59 925 73
425 579 60
760 743 32
456 280 75
591 858 23
443 838 49
575 655 8
210 716 84
5 734 72
9 246 9
883 268 37
996 547 98
906 98 33
431 675 61
243 525 11
468 381 67
971 448 14
633 439 88
880 347 55
702 812 24
21 353 89
765 942 84
101 307 61
937 897 34
205 236 61
528 760 75
683 787 13
543 914 82
103 685 16
379 971 46
58 637 67
377 128 53
370 351 36
289 380 73
291 60 27
891 295 2
377 248 77
591 100 47
730 26 9
457 246 96
444 64 73
919 656 76
489 859 37
773 470 48
342 334 53
410 202 5
920 216 50
659 814 83
136 912 39
944 404 51
784 987 12
276 981 92
803 732 48
526 795 97
270 603 99
124 633 94
932 695 64
453 752 92
996 795 62
120 459 89
288 89 99
522 778 29
474 413 57
55 533 92
