1000 1998
493 197 80
446 717 60
579 599 49
481 487 56
718 372 85
822 537 38
287 699 83
381 113 35
662 798 27
818 638 38
378 228 60
347 901 5
785 643 74
358 754 75
625 41 52
329 209 100
683 720 41
809 653 77
779 230 1
888 681 96
213 505 20
315 157 9
486 316 65
945 667 19
267 757 57
332 511 79
929 260 68
255 254 66
437 436 41
341 84 72
38 650 38
400 447 62
216 731 95
960 846 68
19 229 7
421 361 66
840 231 77
876 174 20
797 35 87
744 432 20
765 143 91
956 107 34
456 242 9
668 321 86
263 676 54
477 209 89
895 865 86
480 392 81
527 923 2
134 788 51
523 45 98
733 495 34
340 315 35
114 919 90
650 640 92
831 327 90
998 594 25
466 566 22
847 133 60
904 853 45
355 32 51
7 84 82
889 512 83
351 868 7
892 39 56
964 762 7
819 825 3
15 409 86
899 226 18
568 733 11
398 198 72
228 248 72
12 594 75
777 11 39
454 169 67
216 426 89
300 455 97
901 578 86
166 711 81
291 672 1
18 459 78
931 100 58
41 208 48
360 393 55
705 346 49
999 147 20
64 742 43
36 355 91
736 325 37
299 629 53
354 213 15
689 344 15
239 174 92
856 189 41
813 753 35
712 471 17
445 205 46
669 422 72
279 902 93
221 828 64
562 800 76
479 380 37
767 649 3
236 182 48
943 441 8
840 937 6
14 156 66
185 85 52
677 121 89
475 841 62
813 880 1
365 822 60
873 898 1
987 666 57
634 267 93
4 259 10
554 195 6
84 116 33
755 489 33
603 250 77
603 907 46
505 961 83
895 600 29
286 537 16
644 240 50
630 681 53
525 404 10
919 957 16
800 257 22
239 157 100
906 801 97
498 701 25
611 38 31
997 902 55
556 319 12
637 614 36
858 658 54
226 498 30
845 385 50
765 285 10
534 774 49
258 10 21
613 135 21
299 771 6
814 702 32
58 18 44
520 194 91
21 714 20
257 385 62
222 38 28
232 981 71
240 546 1
37 305 42
778 478 25
271 473 95
747 167 64
911 954 30
715 854 70
757 42 11
55 770 84
456 111 35
246 316 75
866 350 44
930 305 4
447 744 39
38 823 89
447 973 78
562 428 51
233 7 3
292 537 32
350 290 99
766 238 52
162 713 44
32 617 3
508 320 94
192 406 50
943 170 62
453 840 32
960 528 78
550 257 35
770 872 89
817 725 45
962 311 1
744 909 23
217 561 17
346 999 46
633 997 11
644 211 68
220 113 56
820 255 61
298 185 63
460 409 36
433 603 9
959 335 35
961 225 100
224 818 45
397 201 36
214 347 92
959 622 46
992 540 47
305 246 62
331 667 11
47 980 38
297 789 28
574 559 76
615 746 96
117 991 92
1 698 46
463 737 80
943 847 29
590 138 36
589 573 86
243 726 19
176 229 67
389 522 34
111 193 47
459 513 25
739 505 10
920 192 7
213 227 23
582 577 60
476 48 24
887 700 58
155 584 29
495 249 21
557 194 47
276 237 71
210 751 69
703 381 30
497 887 22
749 46 44
58 10 62
572 729 28
866 380 16
995 523 98
43 301 1
926 947 35
516 26 24
557 985 3
233 307 88
354 865 1
268 68 42
613 404 38
853 785 49
670 932 7
745 875 96
974 834 7
640 192 57
152 995 29
43 55 7
248 245 54
490 467 37
2 37 61
625 533 40
256 23 99
864 154 11
110 741 2
644 248 33
56 135 24
507 121 59
610 777 92
978 661 28
159 609 43
317 530 5
656 350 91
278 79 23
494 298 11
214 867 67
85 922 78
635 868 24
951 241 54
669 820 77
869 749 77
168 770 72
915 889 33
106 761 100
759 977 75
574 193 19
64 587 23
263 887 84
946 765 78
261 887 62
924 922 60
927 54 74
404 49 85
621 482 85
434 71 43
518 322 94
618 708 81
801 614 57
887 275 35
47 119 67
329 89 68
478 235 67
904 827 64
741 775 96
664 807 62
818 265 47
35 238 49
128 106 79
336 199 85
480 500 74
368 635 81
888 923 28
970 312 73
160 790 2
563 143 11
56 258 12
195 711 54
620 845 40
720 42 92
50 450 86
87 730 38
757 59 58
346 113 45
168 320 35
783 490 51
85 932 84
488 767 97
402 454 29
784 672 89
854 463 20
534 341 25
306 810 81
609 592 20
545 588 21
349 289 86
380 151 7
80 578 58
194 414 68
95 355 72
564 751 100
707 367 28
310 654 83
155 164 94
471 386 23
727 448 56
263 100 69
48 816 22
291 799 60
406 530 3
390 386 11
737 194 71
210 381 32
401 189 57
296 871 16
708 599 93
601 294 39
184 444 10
5 901 19
775 83 82
311 248 50
90 926 31
530 168 62
313 161 32
368 680 34
838 250 57
766 660 55
401 862 98
49 268 69
109 442 10
602 9 67
71 805 40
157 301 58
841 478 23
442 750 44
460 558 67
358 343 12
870 592 19
121 367 56
808 561 57
967 357 29
732 847 99
954 76 20
327 447 91
118 356 21
486 204 50
25 704 91
711 840 81
366 475 58
491 234 67
144 643 79
682 415 66
538 301 55
534 955 53
126 229 18
412 50 18
13 404 49
228 213 80
362 727 18
817 183 40
782 708 11
73 298 83
214 791 36
645 72 98
521 928 61
255 702 2
960 384 91
688 552 32
416 196 4
549 252 5
242 980 4
533 229 41
296 231 93
96 921 34
762 183 35
279 414 54
471 667 96
89 746 53
60 162 40
543 679 51
195 891 9
339 353 31
355 41 65
694 400 40
446 857 28
159 249 70
96 473 44
979 309 85
101 675 30
406 50 7
978 65 80
240 798 52
799 921 73
850 136 36
987 284 70
710 615 29
395 341 78
857 494 53
812 961 25
954 35 66
337 590 30
303 56 67
351 247 44
468 514 48
82 841 26
135 933 28
779 328 100
84 810 73
52 558 96
742 330 91
957 641 98
633 82 5
652 483 83
365 292 52
843 299 35
22 137 66
1000 648 43
977 957 3
58 801 42
873 710 19
796 208 10
384 680 55
736 335 71
946 409 13
65 712 59
131 751 45
52 891 94
422 416 24
470 303 40
890 808 35
497 219 7
311 109 93
390 833 12
120 383 87
899 707 93
329 2 51
945 200 51
365 527 21
313 673 83
418 15 51
878 616 98
650 362 47
673 496 15
791 835 78
262 599 28
348 216 3
737 93 18
374 79 89
699 982 46
448 812 22
843 665 81
4 209 67
862 928 16
472 840 100
864 251 2
564 820 76
48 157 56
832 506 75
838 553 91
753 37 73
656 170 43
511 480 78
549 484 35
82 785 61
683 785 24
773 591 36
354 677 87
784 322 23
465 519 53
973 130 65
23 104 92
182 769 26
588 303 58
767 325 61
931 452 11
773 471 94
275 353 40
454 720 32
756 587 43
403 972 56
764 975 35
233 368 47
428 572 63
86 873 26
911 262 64
728 793 70
400 35 40
369 817 100
151 916 81
37 959 45
179 930 89
123 106 67
716 267 72
252 371 28
602 231 71
615 819 77
43 570 7
48 875 7
465 553 65
389 462 63
958 571 3
892 746 100
819 360 31
948 493 19
864 885 76
435 743 38
728 496 51
233 321 65
144 976 4
125 601 15
391 322 100
952 838 73
910 807 60
206 159 49
267 31 52
357 331 66
428 558 14
604 164 72
106 498 67
334 990 30
331 817 74
270 761 96
345 257 58
48 333 79
238 686 74
116 493 51
500 24 45
443 199 58
171 31 25
279 79 26
59 51 91
84 122 55
653 647 81
789 340 78
687 693 20
263 206 9
326 272 19
257 508 1
426 17 27
438 383 40
818 309 11
909 62 80
773 93 79
321 856 85
302 642 65
157 395 80
451 630 47
339 267 73
631 93 87
482 480 88
715 852 30
270 894 22
863 480 91
823 724 75
868 603 75
643 456 99
329 685 65
804 833 69
161 51 91
265 874 4
590 662 74
693 903 93
836 502 78
905 777 35
16 383 55
749 228 23
656 539 60
659 184 86
531 434 80
589 512 39
103 779 2
680 203 73
795 486 13
51 468 26
19 815 71
571 839 91
576 627 20
873 770 25
848 388 85
805 661 21
173 422 22
36 599 61
199 45 40
669 621 16
648 733 52
541 388 42
230 220 83
610 88 57
755 999 81
383 996 15
947 453 35
934 23 18
633 402 25
62 887 55
441 734 54
200 352 67
892 16 78
520 413 90
98 415 69
277 344 87
371 432 71
163 183 95
130 434 20
154 562 90
768 278 51
307 238 31
949 678 47
970 373 16
743 688 23
134 270 47
311 710 82
679 669 56
26 974 35
206 557 46
953 98 67
824 424 91
777 11 4
179 413 62
957 703 24
127 433 84
39 845 3
331 241 17
624 544 99
317 218 21
815 782 87
302 203 92
596 9 30
764 435 84
213 502 21
98 228 1
808 123 8
432 880 39
289 846 64
319 196 26
64 337 98
177 136 10
502 562 92
881 753 26
990 982 17
112 128 96
871 155 99
392 445 66
331 664 44
597 486 77
851 112 99
646 191 65
663 445 10
218 34 3
823 32 60
812 107 10
260 601 30
656 247 84
9 261 34
665 341 35
58 706 58
51 648 92
301 887 44
833 336 97
819 1000 95
19 102 84
336 475 40
878 732 98
671 837 69
208 526 43
249 640 67
486 149 75
955 732 48
226 176 69
111 997 16
176 585 74
459 913 51
427 491 46
941 954 80
188 625 7
712 933 34
411 613 60
610 960 97
470 512 48
723 580 24
32 575 74
445 966 72
823 666 15
607 182 26
631 974 25
605 266 54
864 131 5
557 462 67
634 652 69
462 546 52
652 640 85
122 618 88
623 397 53
895 837 15
497 306 6
971 840 65
938 62 95
872 82 99
154 69 6
785 353 41
847 824 15
529 636 7
133 681 80
913 660 39
535 299 3
533 807 18
68 952 93
942 589 46
994 852 51
397 674 97
712 810 14
639 621 96
406 720 87
892 869 86
676 219 93
171 841 73
643 943 17
224 458 40
115 959 96
900 121 82
217 63 61
975 641 24
712 307 77
733 21 7
78 751 48
335 590 93
269 472 47
226 113 54
582 266 16
349 865 17
704 614 30
626 381 18
288 718 98
482 27 57
281 985 68
656 751 83
647 522 59
984 894 57
161 526 27
416 967 37
849 406 72
731 432 2
209 192 19
214 517 32
384 251 65
628 203 67
389 299 35
202 50 81
930 179 81
703 412 51
845 938 44
440 273 91
359 355 9
436 62 88
887 836 78
740 481 49
695 637 23
451 834 10
147 794 85
553 18 88
973 618 73
777 574 31
740 796 76
114 512 23
21 372 67
936 983 58
823 954 60
218 615 11
949 241 66
251 997 95
274 863 11
957 749 1
915 626 88
120 530 78
51 832 15
41 941 23
275 75 33
671 622 9
187 603 27
695 766 6
515 981 3
343 1 49
694 427 67
683 137 65
325 687 66
80 518 28
266 520 53
490 656 15
432 835 78
963 665 80
384 260 95
275 16 36
436 357 35
159 493 88
795 569 26
22 852 71
240 61 100
621 821 100
427 487 28
848 988 51
810 365 48
163 317 40
293 113 39
857 690 64
923 118 10
431 396 10
826 168 67
932 945 97
772 516 7
474 992 76
609 520 43
453 497 55
593 505 6
828 951 57
556 422 67
368 130 6
912 375 28
583 565 81
59 436 45
486 636 93
70 495 22
604 871 4
592 155 46
898 95 8
686 310 92
618 554 28
743 864 53
689 709 77
919 519 60
46 377 14
289 947 84
376 873 72
642 26 61
284 746 83
61 793 15
719 460 4
813 4 58
244 676 13
234 986 77
211 11 27
239 537 63
961 943 28
780 60 65
824 447 50
735 923 10
83 423 32
649 23 34
45 330 58
819 494 43
