100 3270
47 65 3
33 4 78
45 17 70
94 39 43
47 4 73
12 74 53
86 85 82
60 82 58
71 62 53
10 96 17
58 40 76
82 13 79
17 22 7
53 86 90
76 34 65
3 60 45
90 45 3
17 79 33
42 61 62
98 40 18
64 28 41
73 92 99
59 21 88
3 70 68
8 18 70
46 45 52
85 56 72
36 58 2
16 71 30
86 2 80
17 77 61
19 33 97
23 4 48
7 28 93
28 20 81
100 80 42
64 7 89
63 58 24
74 8 65
53 50 41
37 74 57
19 31 86
34 12 34
41 60 11
14 59 47
95 78 35
42 98 85
18 56 94
98 71 44
64 69 45
5 30 94
75 87 74
45 56 24
46 100 6
52 35 30
54 52 34
52 6 81
2 42 80
69 59 58
71 7 21
49 43 13
16 41 14
43 20 44
90 7 54
44 79 15
82 15 93
43 65 73
95 20 70
96 35 62
48 4 70
59 31 45
44 85 24
26 89 70
12 32 99
58 14 24
20 2 28
38 100 28
99 11 33
48 87 66
15 90 94
91 27 93
99 84 75
80 70 78
55 76 91
88 48 7
32 71 53
8 78 95
5 71 54
25 40 16
48 34 9
12 13 15
53 56 51
51 49 35
34 31 56
3 12 29
64 88 92
34 63 97
99 49 85
32 60 67
92 44 74
21 65 46
49 41 50
57 42 94
26 95 56
27 100 70
15 59 36
35 92 19
96 66 91
33 79 27
18 2 76
81 99 54
2 70 6
35 33 83
49 16 57
34 11 81
78 2 12
37 71 22
82 91 97
23 84 91
75 60 78
47 65 23
68 53 27
63 98 51
34 46 74
81 52 21
44 41 68
12 98 14
88 71 66
86 30 14
43 94 65
87 97 80
28 5 28
39 21 15
68 48 92
36 82 76
39 55 9
99 30 20
12 71 100
34 52 73
76 43 38
70 54 65
49 42 42
79 6 4
16 29 37
38 87 97
73 35 67
48 69 46
74 28 82
81 50 76
13 84 81
45 81 52
3 72 98
53 5 31
69 60 39
93 8 6
7 2 46
54 70 26
44 76 96
13 91 24
44 5 62
10 94 69
93 9 100
20 80 36
64 30 66
99 8 97
1 75 97
46 22 96
30 55 94
17 5 31
36 64 64
10 32 79
62 63 77
3 89 43
99 55 91
83 28 69
77 22 24
5 44 91
40 51 88
86 91 72
28 17 73
9 39 77
17 8 29
79 74 87
29 94 63
11 83 47
20 37 91
77 65 25
16 3 57
9 60 23
39 41 5
32 5 2
57 88 7
40 95 40
40 69 49
98 48 11
7 50 73
13 10 45
36 35 42
2 32 52
30 10 35
41 57 76
84 37 82
10 68 43
89 39 6
37 85 33
3 19 83
39 4 20
97 25 45
49 85 13
54 70 85
95 13 100
75 20 47
4 1 91
86 82 94
43 76 83
57 77 26
72 20 51
24 49 42
99 64 53
21 28 74
48 6 11
18 36 59
97 50 4
91 55 55
41 42 70
44 86 80
21 34 70
64 18 78
13 71 47
37 7 15
59 1 67
41 76 86
35 13 86
16 42 32
58 61 87
6 33 43
8 24 38
11 39 37
79 21 24
69 55 76
14 33 21
74 77 10
72 49 97
22 52 14
48 36 80
91 20 69
51 27 91
43 94 89
77 3 91
86 78 27
4 41 74
13 47 6
95 68 86
64 72 25
39 51 27
27 42 4
76 27 90
92 13 58
54 65 52
80 30 81
51 7 11
20 68 79
80 29 8
68 34 5
99 94 31
52 75 72
51 10 56
85 99 45
4 24 11
93 43 62
55 81 15
11 91 86
63 41 93
14 74 22
40 85 95
54 39 36
32 36 23
80 12 73
89 47 13
79 40 22
38 97 15
90 14 44
92 49 60
73 2 65
4 62 1
49 70 23
12 16 49
27 30 81
58 61 9
49 88 29
61 57 74
35 50 61
56 78 74
46 38 31
49 4 15
67 44 48
57 7 52
1 84 3
45 9 59
80 65 91
10 100 22
2 59 38
61 36 77
17 53 45
86 60 79
7 44 77
20 38 83
70 44 25
33 81 46
27 3 4
4 41 59
45 31 73
91 80 88
64 90 19
22 56 50
11 16 44
15 77 30
15 34 84
84 52 6
31 75 9
68 7 93
34 69 18
4 76 58
87 55 36
79 42 16
26 62 97
38 3 40
52 79 6
1 70 46
46 9 77
52 10 42
28 100 32
66 97 33
4 39 49
36 65 58
59 12 92
17 73 3
64 63 3
54 35 98
68 80 55
76 91 95
51 63 93
49 37 64
72 87 31
72 10 38
19 9 75
75 16 8
90 8 21
47 90 34
9 39 15
18 25 31
10 5 6
75 10 66
69 25 84
58 16 91
65 63 76
43 76 22
93 33 23
80 57 83
20 12 37
39 33 39
99 65 97
41 60 16
74 44 86
40 24 11
89 33 100
69 8 43
98 28 41
50 65 53
85 62 40
82 81 36
50 80 37
31 76 78
19 42 55
14 81 11
45 15 9
18 92 33
69 40 30
21 7 11
11 54 54
61 69 38
34 87 15
1 90 2
11 33 21
98 50 73
81 34 61
1 33 51
78 51 8
27 66 43
81 21 15
12 52 33
13 30 49
82 94 50
21 20 47
87 81 90
75 63 80
29 26 39
31 79 96
80 23 72
38 43 82
31 42 28
66 5 34
52 87 30
54 92 90
57 79 14
27 90 45
94 56 39
41 86 74
17 96 12
73 33 19
73 86 35
95 49 100
65 94 52
57 86 53
32 98 71
66 53 66
15 78 9
73 47 28
22 20 3
20 37 2
97 6 70
92 21 55
58 2 19
73 49 23
25 84 42
23 94 94
32 94 24
37 22 48
47 8 59
11 28 18
17 49 21
95 16 66
10 96 80
3 93 83
4 21 39
90 85 25
8 49 47
74 66 95
78 1 61
73 97 33
1 97 8
98 82 65
57 23 17
69 99 68
61 100 98
20 41 91
34 59 36
16 2 36
43 30 92
67 55 94
37 33 68
93 48 2
34 77 64
7 79 43
26 60 25
27 64 18
38 92 44
90 26 23
70 83 18
25 6 26
19 100 13
99 89 71
31 9 18
60 97 10
50 44 34
5 4 56
75 80 57
14 61 77
37 99 24
84 25 83
2 3 91
2 99 30
73 14 46
99 52 96
17 10 19
4 28 78
44 18 83
63 43 33
67 79 37
24 51 71
72 70 92
27 34 72
39 85 2
29 22 65
18 75 24
78 47 62
47 93 11
81 2 38
22 29 25
78 67 63
29 94 9
76 26 52
39 48 73
95 14 81
29 65 41
27 98 41
35 77 17
79 62 51
51 43 31
27 5 1
91 7 29
20 65 29
68 54 25
95 83 72
89 6 43
96 31 1
72 27 4
82 31 2
44 64 50
24 62 45
37 1 15
56 7 39
87 19 26
58 1 43
80 27 97
93 99 58
7 85 60
4 26 74
39 28 10
96 75 70
75 54 38
90 28 72
92 64 61
62 74 20
33 44 33
89 20 82
93 7 65
71 24 57
12 73 55
78 75 67
33 77 70
31 86 20
21 37 100
30 18 10
58 72 60
11 65 5
32 76 69
43 74 24
36 2 4
39 6 41
95 22 77
4 87 100
59 75 58
26 66 14
9 79 68
50 64 34
18 28 99
76 91 94
49 38 77
18 52 75
88 52 67
16 98 87
18 69 100
72 92 12
7 51 76
36 43 70
65 84 9
42 86 23
72 4 79
16 15 53
58 6 61
50 39 13
86 3 15
42 9 21
67 22 47
26 97 74
15 40 99
22 61 29
53 39 46
18 59 31
22 65 56
92 61 69
53 86 98
84 77 90
2 43 77
64 10 62
33 77 93
56 71 38
20 96 97
20 35 90
89 65 89
11 63 13
13 91 23
34 61 1
66 34 3
94 33 74
15 92 56
81 39 58
93 63 39
57 87 36
66 69 82
73 57 49
55 8 75
42 25 5
77 83 4
94 21 51
48 65 66
16 18 29
39 97 17
52 2 13
75 59 33
79 9 19
16 19 25
49 46 84
11 13 60
37 67 100
4 16 85
89 55 82
52 81 100
73 92 78
5 28 74
33 51 47
78 84 30
84 6 39
18 25 86
56 15 61
92 38 96
47 6 99
35 100 58
53 89 66
33 71 8
13 44 25
39 38 56
4 62 10
94 26 95
63 55 72
78 86 25
38 5 43
90 35 93
19 8 60
59 30 50
35 95 57
97 35 31
94 84 2
97 65 17
15 46 15
53 79 88
86 98 94
3 17 95
63 25 64
65 59 76
87 97 96
1 15 90
95 18 65
17 40 51
100 80 38
6 23 25
14 75 100
72 30 36
52 68 63
23 82 42
28 17 19
3 78 1
56 54 52
70 53 74
44 33 87
22 41 85
48 35 40
1 18 38
34 52 53
75 80 5
78 26 62
41 46 58
34 83 89
31 64 82
28 37 47
46 61 83
55 4 6
58 47 64
18 68 31
34 87 18
94 93 85
30 69 33
19 36 84
67 8 71
19 31 82
52 9 61
20 28 49
30 84 44
89 38 94
95 12 55
94 59 77
94 53 36
86 13 75
82 59 93
83 62 47
97 72 88
85 68 3
24 41 77
78 12 59
61 32 50
97 91 64
39 40 20
80 72 48
40 41 96
44 94 21
63 74 75
38 73 5
47 94 64
53 9 92
92 50 42
94 21 6
26 88 19
36 68 99
47 82 66
31 12 93
54 51 30
83 59 51
60 9 71
65 84 93
32 78 76
98 90 88
2 47 60
1 67 83
35 67 50
93 84 100
37 5 40
58 30 43
62 4 48
56 50 3
56 21 6
75 59 7
54 26 49
33 29 19
21 63 26
57 40 71
25 27 100
100 28 36
15 23 70
84 76 19
83 41 57
65 97 52
23 52 51
52 28 88
89 26 52
46 43 24
10 100 55
67 57 25
30 8 60
7 95 58
61 82 21
82 26 97
74 31 88
19 77 97
31 57 24
58 34 12
52 54 32
70 32 74
39 62 21
86 29 39
77 10 9
42 70 28
93 54 34
31 30 42
40 39 57
33 5 5
58 66 49
24 26 50
30 46 91
74 28 73
43 71 6
85 5 70
32 10 98
22 58 76
68 61 50
79 33 2
31 14 63
20 38 92
99 55 33
29 93 5
35 27 59
26 94 36
41 49 1
45 89 26
38 61 87
16 55 85
49 56 46
8 38 53
99 6 57
95 7 98
89 78 50
17 83 52
57 59 16
27 31 32
85 78 87
68 77 44
99 92 35
66 39 13
54 18 47
35 86 56
35 43 91
82 11 34
88 44 48
11 42 41
86 76 48
74 11 60
61 36 1
80 8 86
20 12 83
97 19 23
79 27 61
59 60 55
80 63 6
99 66 22
60 62 31
8 73 37
8 69 32
4 30 26
17 74 95
85 34 13
34 37 68
16 29 54
24 95 5
43 97 1
83 9 81
38 58 77
15 36 16
51 80 45
85 46 56
35 3 80
86 94 90
46 45 31
68 92 9
97 27 23
9 82 47
44 41 65
15 23 47
55 77 42
93 13 23
11 94 32
88 100 40
28 33 17
17 39 60
93 98 78
74 82 34
82 62 64
77 92 69
37 6 38
94 82 58
83 80 82
14 63 10
43 47 52
19 22 38
53 31 1
76 12 34
25 32 12
100 95 49
22 73 39
10 81 64
79 11 96
55 82 70
14 42 60
24 21 41
59 43 93
4 96 1
65 26 8
35 81 38
15 63 19
11 46 20
3 65 65
53 98 73
52 1 66
70 31 42
87 55 9
55 71 35
42 33 41
55 26 66
29 70 86
30 39 58
66 72 70
51 4 75
43 22 59
62 46 64
8 1 55
17 91 40
43 64 35
58 14 93
79 59 3
54 66 55
15 55 70
58 79 44
80 69 34
65 64 79
20 63 59
70 68 18
39 80 60
39 56 63
94 15 20
72 13 77
45 100 82
9 98 61
65 66 22
64 16 76
50 86 74
23 92 24
94 39 53
16 15 57
95 61 52
54 65 3
17 55 61
92 100 5
87 7 15
28 59 100
22 21 49
28 79 96
62 91 18
84 40 76
5 34 49
61 81 10
92 60 88
16 6 35
45 71 88
23 35 39
78 36 99
94 69 74
60 65 42
83 69 20
59 14 70
54 67 86
93 90 30
61 16 23
31 59 83
84 65 5
99 40 89
98 38 46
98 14 96
19 28 75
63 44 27
46 87 64
52 98 84
87 22 72
76 46 35
56 98 4
90 51 33
60 69 98
59 49 67
11 93 7
64 55 76
72 94 88
78 92 88
12 39 21
22 43 75
32 3 83
17 41 99
50 63 9
41 2 69
47 18 16
92 48 56
54 95 64
90 100 28
50 97 70
81 60 84
57 95 61
77 59 41
96 27 85
82 98 69
12 24 80
61 59 73
2 10 85
68 84 83
51 78 8
41 33 87
92 41 82
15 50 35
5 93 41
71 4 75
76 69 28
85 3 16
4 16 86
81 23 28
47 79 67
90 71 3
56 52 52
20 18 55
46 1 73
82 28 79
59 80 98
90 72 80
34 53 61
42 92 2
97 19 63
68 2 53
25 59 92
57 50 15
38 69 14
3 85 67
86 31 53
55 50 92
43 22 79
41 83 36
87 52 18
24 55 36
89 14 89
38 61 97
49 5 36
3 14 26
36 25 74
98 52 28
43 50 43
35 72 31
5 9 50
69 68 23
27 41 56
68 82 14
47 4 22
15 13 38
65 3 75
66 77 77
75 7 36
14 48 3
1 42 61
67 99 98
81 98 29
89 40 79
27 66 17
27 53 10
39 73 85
4 31 4
27 65 49
31 22 83
27 88 90
42 72 92
6 65 92
28 24 92
65 8 23
26 62 84
37 98 4
16 49 31
79 22 96
96 19 23
85 3 28
39 54 10
7 98 92
88 10 36
91 6 24
53 82 42
23 53 74
46 70 63
69 74 20
81 75 15
71 61 97
40 98 3
26 55 58
54 79 42
23 62 35
88 55 24
56 26 43
82 55 41
69 23 81
19 37 53
66 59 38
64 45 9
38 4 64
12 61 26
29 82 60
14 27 6
82 66 38
17 47 80
45 63 46
29 34 2
50 16 36
26 33 81
94 71 57
51 47 68
89 38 54
41 13 15
27 42 78
18 37 88
77 9 53
45 82 15
56 38 41
64 96 37
16 9 44
67 84 72
18 57 19
33 86 78
39 47 85
70 10 26
84 90 82
95 3 83
22 17 11
86 28 65
89 87 79
81 91 16
52 20 99
30 68 17
98 84 76
52 81 66
1 83 84
22 35 97
52 92 65
25 43 53
55 3 11
66 52 27
81 42 91
37 14 27
100 2 85
27 31 81
3 27 30
36 3 49
57 42 85
6 28 41
18 10 8
29 50 72
86 35 47
15 1 44
6 39 63
42 29 95
56 33 44
99 39 36
45 33 77
15 14 84
8 37 72
45 85 59
51 52 70
24 33 59
15 20 61
2 84 96
34 29 41
68 9 55
31 27 23
89 63 48
59 60 99
18 61 17
36 15 52
77 71 74
6 97 90
63 82 56
32 36 55
84 23 9
28 59 90
34 52 38
82 41 25
65 52 99
60 90 94
7 99 65
42 50 39
89 72 19
13 41 54
39 61 85
63 1 11
91 29 80
46 27 84
73 78 67
92 20 90
81 51 36
87 7 33
15 24 48
54 49 50
73 86 92
76 59 39
52 81 48
7 17 6
21 3 74
20 54 85
10 6 22
7 70 100
31 67 45
84 30 84
24 66 20
25 51 83
32 92 10
30 40 20
61 56 43
1 46 34
18 3 36
73 76 74
29 38 45
96 18 49
42 7 30
94 60 27
72 70 58
18 41 53
61 99 82
88 21 24
7 21 42
15 72 52
8 89 80
58 10 52
49 31 13
63 99 42
100 44 32
16 62 69
25 93 36
60 34 81
53 94 37
95 88 71
93 13 40
77 66 15
8 51 94
85 30 61
31 84 78
89 27 24
76 48 93
17 14 74
66 88 52
37 44 50
63 50 40
100 61 23
6 22 11
74 10 74
9 17 50
8 22 91
90 73 1
85 42 52
47 3 30
29 8 83
72 53 6
48 28 87
67 70 76
2 36 40
56 40 53
31 4 55
37 53 85
34 56 26
54 31 12
73 79 36
35 22 97
92 57 33
86 13 1
66 24 40
81 30 33
33 4 35
73 32 54
81 67 65
99 10 23
89 48 76
37 33 81
97 64 100
8 20 21
57 13 39
2 79 85
12 84 70
96 70 49
64 29 56
37 8 12
13 87 6
24 85 27
64 4 12
35 77 80
61 82 12
85 41 3
76 1 74
62 47 58
30 96 34
74 89 6
96 80 100
72 35 98
4 10 76
42 87 47
61 60 10
12 78 14
4 5 98
3 67 26
92 73 85
75 54 94
18 42 93
91 97 61
79 4 13
13 63 72
78 72 99
57 9 24
11 87 33
45 85 58
44 85 73
87 66 28
73 24 84
79 59 32
78 1 51
29 95 77
15 58 62
43 56 73
58 70 3
54 74 95
74 62 8
83 30 50
77 60 14
32 6 70
94 1 73
34 30 14
38 1 29
36 61 22
38 98 55
53 98 33
33 55 44
68 28 27
71 39 78
64 22 15
70 86 98
91 60 57
88 46 22
25 53 50
44 43 54
13 56 73
45 17 60
19 32 5
8 50 42
30 44 92
41 68 71
70 98 32
42 88 79
91 96 98
9 84 39
33 55 3
93 2 6
82 81 7
43 54 28
11 67 23
69 19 74
75 73 42
91 52 55
79 32 93
80 75 77
2 46 22
20 59 69
67 81 100
3 60 87
2 77 89
87 36 75
44 91 29
27 46 96
65 96 40
22 3 2
56 38 13
62 5 55
44 11 34
56 68 83
99 29 36
17 41 81
43 29 64
21 14 87
28 3 14
68 9 62
94 49 45
38 82 54
27 72 35
25 57 37
3 84 7
52 13 93
79 13 54
