100 778
61 41 9
61 81 34
61 36 2
61 70 23
62 51 37
62 28 35
62 55 9
62 30 27
62 16 8
63 49 2
63 76 19
63 26 23
63 82 50
63 99 2
64 12 22
64 31 13
64 22 43
64 11 15
64 19 42
64 10 6
65 51 22
65 62 49
65 98 35
65 55 26
65 23 39
66 17 47
66 31 9
66 56 15
66 28 10
66 94 11
66 32 26
66 12 1
66 6 11
66 85 47
67 35 21
67 94 50
67 10 26
67 2 42
67 54 47
67 92 15
68 54 17
68 62 10
68 51 50
68 16 44
68 95 6
68 26 24
68 69 2
69 16 30
69 23 14
69 51 12
69 30 29
69 55 22
70 51 19
70 14 50
70 9 14
70 36 14
70 23 1
70 95 42
70 98 12
70 16 25
70 62 21
70 4 17
70 30 4
71 96 49
71 24 17
71 35 22
71 57 41
71 6 32
71 22 25
71 90 43
71 99 34
71 89 21
71 52 1
71 15 7
71 43 16
71 10 11
71 18 37
71 31 16
71 94 2
71 8 6
71 21 38
72 15 27
72 39 22
72 76 46
72 47 50
72 53 20
72 5 27
72 41 38
73 17 32
73 56 7
73 30 24
73 24 36
73 33 12
73 40 16
73 84 2
73 78 45
73 54 27
73 12 0
74 7 33
74 63 34
74 40 43
74 52 46
74 24 47
75 45 47
75 13 42
75 79 12
75 25 23
75 46 27
75 92 4
76 28 42
76 13 21
76 44 39
76 72 20
76 63 42
76 5 7
76 49 46
76 82 19
76 42 32
76 15 19
76 74 42
76 21 26
76 29 20
77 76 25
77 22 44
77 60 18
77 31 35
77 94 8
78 21 12
78 56 26
78 73 42
78 17 24
78 58 43
78 29 47
78 86 11
78 23 39
78 6 36
78 54 19
78 74 25
78 87 35
78 85 0
78 88 19
78 37 18
78 24 13
78 66 27
79 34 50
79 45 37
79 92 38
79 61 41
79 9 20
79 75 29
79 14 28
79 96 28
79 25 43
79 46 13
79 26 32
79 81 30
79 36 50
79 93 50
79 87 47
79 6 10
79 10 42
79 49 5
79 68 18
80 43 32
80 98 42
80 62 40
80 65 39
80 30 21
80 67 5
81 93 48
81 43 15
81 79 43
81 48 19
81 92 14
82 84 12
82 15 9
82 30 1
82 28 2
82 34 15
83 26 30
83 28 39
83 76 49
83 47 4
83 38 29
84 54 26
84 6 40
84 33 36
84 26 12
84 74 45
84 7 44
85 12 24
85 24 31
85 17 25
85 86 15
85 58 9
85 52 41
86 20 44
86 33 0
86 24 48
86 85 49
86 84 6
86 56 49
86 11 27
87 32 14
87 15 11
87 17 44
87 84 33
87 37 29
87 11 3
88 6 35
88 50 15
88 19 7
88 35 29
88 43 8
88 78 29
89 1 42
89 18 33
89 27 35
89 64 38
89 31 20
89 2 48
89 82 28
89 22 39
89 50 46
90 31 32
90 93 27
90 14 35
90 3 28
90 43 10
90 64 47
90 71 30
90 60 28
90 22 16
90 35 48
90 100 15
90 10 40
90 2 17
90 57 49
90 50 49
91 69 33
91 62 31
91 59 40
91 16 15
91 51 17
91 4 28
91 80 4
91 93 45
92 46 18
92 28 15
92 49 17
92 27 21
92 81 20
93 48 34
93 14 5
93 25 8
93 35 9
93 61 14
93 46 24
94 19 44
94 22 9
94 89 45
94 64 13
94 10 4
94 2 26
95 69 26
95 5 21
95 66 34
95 16 29
95 45 26
96 9 3
96 34 13
96 93 26
96 14 24
96 25 49
97 22 37
97 67 44
97 2 1
97 88 48
97 71 36
97 10 24
98 4 30
98 62 0
98 70 22
98 55 19
98 28 48
99 10 24
99 44 26
99 15 34
99 76 47
99 66 47
99 36 34
100 71 38
100 68 14
100 10 31
100 18 14
100 2 17
